Open,High,Low,Close,Adj Close,Volume
0.04732690255129055,0.0463551691237897,0.046455091995401605,0.04699196357767066,0.02216194501054939,0.015932632635695526
0.04732690255129055,0.0463551691237897,0.04592132666922243,0.045674761697729965,0.021527512288425373,0.026373833334481872
0.04609924645874038,0.04644424471171024,0.04592132666922243,0.04569256396552149,0.02153608636698076,0.021022319825001943
0.045013933435685514,0.04377196527027036,0.042345118720040285,0.04348536739427564,0.020473001877856917,0.05411221434234972
0.04309239259776864,0.04216859269349271,0.0419003192462454,0.042150363183136225,0.019830004280126386,0.046882198020710995
0.04216720495152663,0.04109967973653439,0.0395339790612916,0.039676168166454515,0.018638311682466525,0.05717101385356701
0.038786705139197956,0.03908656439262054,0.038786705139197956,0.039373565134709826,0.01849257382271748,0.05750072112917746
0.039800852673861055,0.03976354001581445,0.038786705139197956,0.039035369557682886,0.018329675533113942,0.055881274144682774
0.03949839027390877,0.0400129552539082,0.03928488775603969,0.040512768038345165,0.019041262689492765,0.04311965296695714
0.040939548858976445,0.040707748368143226,0.04029902922533319,0.04026356590042439,0.018921234799101808,0.04914582106983354
0.04029902922533319,0.039799175061358105,0.04001436121273443,0.03972956907295984,0.01866404005772236,0.02077019100640264
0.040156698261225456,0.039318162076211735,0.0395339790612916,0.039604971015841275,0.018604018438039795,0.030280451776637823
0.03949839027390877,0.03871245057873192,0.037541266739330253,0.03745116926400993,0.017566653114787292,0.03968681518881373
0.0370252897287971,0.036200498672680645,0.03558413716473373,0.03615176970258652,0.016940803674167535,0.049670858178644
0.035851016817321175,0.03554134059764312,0.03558413716473373,0.035635575180957835,0.01669218301134348,0.031233557200846817
0.03665166183411517,0.03598671849282284,0.03602893659416333,0.03625857149023433,0.016992248151935504,0.023783273502258295
0.03620686241102347,0.03568385668351755,0.03344908781329506,0.03387336989363661,0.015843419807462924,0.02605936454546446
0.03430310392478941,0.040707748368143226,0.03255948895443586,0.03309017090922914,0.015466206372205773,0.03221436755014992
0.03344908781329506,0.03238804815836459,0.03193676371448402,0.03186197455380618,0.01487464097306387,0.024765469875607377
